"Especie","Toneladas","Tamanho","Sexo","Dia","Mes","Ano","Latitude","Longitude"
"Meca",7.86,141.71,"F",5,3,2022,9.01471498422325,175.747148562223
"Outros",5.15,177.64,"F",6,1,2023,-65.1969167031348,34.3867587670684
"Albacora branca",3.29,149.86,"F",10,3,2022,-7.43641799781471,-121.853374382481
"Meca",4.8,118.96,"M",13,8,2018,-6.40940284822136,-112.664122274145
"Albacora bandolim",7.25,121.09,"M",18,12,2020,71.3061673706397,-163.503745179623
"Tubarao Azul",4.35,135.6,"F",3,7,2018,-72.3224777821451,-112.65363894403
"Albacora branca",6.89,149.1,"F",12,4,2022,-88.9535289444029,75.4037967324257
"Albacora laje",2.53,177.39,"F",25,12,2021,-3.137745000422,-134.302684580907
"Meca",2.19,138.53,"F",18,6,2023,-4.94964420329779,4.92751652374864
"Meca",1.02,160.66,"M",26,12,2019,-34.318494158797,173.528896244243
"Meca",1.72,115.38,"M",27,5,2020,-34.3021777365357,73.0314776580781
"Albacora branca",5.32,137.95,"F",6,2,2020,-31.7945024929941,105.806950908154
"Albacora bandolim",1.78,162.61,"F",12,11,2023,-8.81618453655392,-84.834073567763
"Albacora branca",6.56,165.8,"F",2,1,2022,-31.6012191167101,51.4631664287299
"Albacora laje",5.36,160.9,"F",10,10,2019,-33.6389985401183,-153.83138875477
"Albacora laje",5.06,179.3,"F",7,9,2022,83.9053422678262,46.3489989191294
"Meca",4.31,189.45,"M",5,1,2022,-11.2793322186917,-150.386761575937
"Albacora bandolim",4.69,162.79,"F",24,3,2022,-21.019935104996,-87.4859022069722
"Meca",7.87,138.45,"M",12,3,2018,-24.0542413434014,-4.3935660738498
"Outros",2.73,171.3,"M",2,9,2018,-2.95151419937611,41.121435072273
"Albacora branca",6.81,185.33,"M",9,3,2019,-7.06300752237439,123.929685875773
"Albacora bandolim",3.73,119.95,"F",9,10,2020,-47.302575185895,87.610408756882
"Meca",6.14,157.36,"F",9,7,2018,8.23529639281332,51.8314644042403
"Meca",2.45,117.35,"M",10,9,2019,73.7271141819656,170.705582415685
"Tubarao Azul",5.92,167.62,"M",11,5,2020,-89.1903193853796,-114.399524834007
"Outros",3.92,173.25,"F",23,10,2019,66.9367034593597,-73.0117872264236
"Albacora laje",6.52,129.94,"M",8,8,2019,53.564422884956,-59.6486490871757
"Albacora laje",2.68,129.45,"M",3,10,2022,-37.6700922288001,-8.75594224780798
"Albacora laje",4.12,134.66,"M",27,8,2023,-59.4606562424451,-111.023083180189
"Albacora laje",6.35,184.04,"M",13,7,2021,47.4008869891986,-175.824000975117
"Outros",3.86,125.98,"F",15,12,2018,-28.4102509589866,36.9331004004925
"Outros",7.41,143.71,"M",13,6,2023,-83.5110311815515,-170.011933660135
"Albacora laje",2.67,124.32,"M",21,2,2018,2.89079041220248,58.5717760305852
"Albacora bandolim",4.62,152.99,"M",5,5,2020,-49.9680318776518,29.764322899282
"Albacora branca",1.64,139.95,"F",20,8,2018,-27.7176047628745,-107.378456834704
"Meca",0.12,181.61,"F",27,5,2019,-67.8649618523195,-142.867122720927
"Outros",4.24,167.35,"F",22,9,2021,-34.5409988192841,109.265029365197
"Outros",1.14,119.45,"M",14,9,2018,-60.9216729272157,-53.6524919606745
"Albacora laje",7.4,127.99,"F",26,11,2023,-35.5247831717134,108.004257185385
"Albacora laje",4.08,134.24,"M",3,11,2018,83.81356889382,64.5156874135137
"Tubarao Azul",0.31,181.17,"F",17,10,2021,-59.1456773970276,49.6412686631083
"Albacora branca",0.85,131.36,"F",24,6,2023,2.27921092417091,-33.4085164871067
"Albacora bandolim",2.36,172.98,"M",27,9,2019,59.8770566191524,-34.0139081608504
"Albacora bandolim",5.61,119.41,"M",11,9,2019,59.1231795307249,-36.0161439981312
"Albacora branca",4,153.3,"F",27,10,2018,-57.869348404929,76.181712448597
"Tubarao Azul",3.12,149.47,"M",13,11,2019,88.4693826315925,12.1666505467147
"Albacora laje",6.16,119.73,"M",23,11,2022,-15.6600518105552,153.838078603148
"Albacora branca",6.77,187.29,"M",4,9,2023,56.5732212737203,-18.1880439072847
"Albacora laje",0.13,181.53,"F",8,1,2021,-47.1813675016165,138.61680672504
"Albacora branca",4.18,128.4,"F",26,1,2022,-10.0058496370912,4.7922149207443
"Outros",7.65,174.48,"F",26,2,2021,-16.7578249331564,-84.4583151116967
"Tubarao Azul",3.47,173.99,"M",10,12,2023,56.6357109602541,-155.498258192092
"Tubarao Azul",5.07,160.64,"F",22,9,2023,55.4563381662592,-171.149218361825
"Albacora branca",7.3,122.68,"F",18,3,2021,-36.3726147310808,-103.091112356633
"Albacora branca",4.83,165.22,"F",25,6,2020,-10.7841641223058,-167.877229806036
"Outros",2.77,126.52,"M",6,6,2019,-69.0394740644842,-4.33173269033432
"Outros",5.36,126.26,"M",8,10,2020,-58.3325664047152,1.30039997398853
"Albacora branca",7.62,146.51,"M",22,2,2022,-86.7513647256419,40.9705054946244
"Albacora laje",2.36,136.83,"M",10,10,2020,-23.9181647077203,170.557739557698
"Tubarao Azul",4.51,139.08,"M",8,12,2018,-20.2721581561491,9.28716765716672
"Outros",0.12,143.89,"M",20,9,2019,-12.8024924593046,-100.049689253792
"Outros",2.49,127.62,"F",5,7,2019,-45.8193275565282,112.622023494914
"Tubarao Azul",3.65,182.34,"M",24,5,2018,73.4582278411835,-71.9548210222274
"Albacora laje",5.53,164.91,"F",5,10,2021,-33.7169786123559,-48.6041239835322
"Outros",6.11,145.08,"F",4,12,2019,-5.77987426891923,-151.066368464381
"Albacora branca",7.86,156.09,"M",13,12,2018,42.9165894538164,-160.877141291276
"Albacora branca",3.72,141.92,"F",8,12,2021,-58.6182600958273,102.575578372926
"Albacora branca",7.92,128.21,"M",16,11,2018,-13.8810968818143,7.64458662830293
"Albacora bandolim",0.31,131.51,"M",3,12,2018,-89.7327371500432,141.847330257297
"Meca",7.84,116.8,"M",16,5,2020,-88.0935583356768,52.1132102608681
"Albacora branca",5.38,124.44,"M",28,9,2018,-51.4767346763983,155.990684358403
"Outros",1.13,181.65,"M",9,5,2022,-4.3497209250927,-151.442356249318
"Albacora branca",3.64,143.21,"M",14,6,2020,-35.0100168026984,46.2057653535157
"Meca",1.49,154.02,"M",14,4,2018,-52.8234592080116,-52.5505587738007
"Meca",1.27,123.41,"M",22,11,2022,-56.9406364252791,-29.3276899494231
"Albacora bandolim",2.27,141.12,"M",5,8,2022,83.1103708036244,-117.675393121317
"Meca",3.97,145.78,"M",5,3,2020,1.92844390869141,94.8844513949007
"Albacora branca",4.13,139.03,"M",12,2,2019,43.8562583830208,-1.65447620674968
"Albacora branca",7.93,137.23,"F",22,8,2023,5.29524059034884,-15.1003748271614
"Tubarao Azul",3.55,182.41,"M",4,3,2021,-40.9921763604507,-30.0068317260593
"Tubarao Azul",5.89,137.13,"M",2,8,2020,-89.0480168396607,143.948003584519
"Outros",2.72,127.61,"M",20,7,2019,-3.95719903986901,-82.973078917712
"Outros",5.56,151.95,"F",27,12,2020,-88.3086239732802,-153.42032882385
"Albacora bandolim",2.88,162.54,"F",20,3,2022,-40.8284305594862,-117.400675239041
"Albacora laje",2.63,129.8,"M",12,9,2018,43.6538688652217,-47.4298318382353
"Outros",1.26,152.94,"M",2,12,2018,-2.47338776942343,-33.3742239419371
"Albacora bandolim",7.41,159.15,"F",16,3,2021,-9.83062461018562,41.6484600584954
"Meca",3.15,117.04,"F",25,9,2018,-24.9739291146398,52.5376298557967
"Albacora branca",3.37,124.03,"M",25,4,2023,8.33131025545299,157.068243892863
"Meca",3.99,148.14,"M",7,8,2022,-17.689342671074,166.082989135757
"Albacora branca",0.75,150.67,"F",12,9,2022,-53.5233690775931,-121.743125701323
"Albacora bandolim",2.12,166.14,"F",3,1,2019,52.9985254397616,-158.247812027112
"Outros",5.68,146.92,"M",14,12,2021,58.8361115427688,-29.3377367500216
"Albacora branca",6.2,174.2,"F",2,10,2019,-11.1382529698312,-27.563885813579
"Albacora laje",3.79,165.54,"M",27,4,2020,49.8952683247626,164.299114029855
"Outros",6.01,171.25,"M",15,1,2021,-23.9893437037244,-118.174427747726
"Albacora bandolim",4.38,153.9,"F",15,10,2023,4.78338877670467,144.939746176824
"Albacora bandolim",4.01,117.47,"M",14,9,2020,12.0233886921778,-90.0208554323763
"Meca",0.23,178.99,"M",8,5,2021,10.9283823519945,-88.2265860121697
"Outros",1.31,136.95,"M",28,6,2018,-80.6052685948089,-153.974358709529
"Meca",1.54,151.37,"F",22,5,2019,-31.6695124329999,110.905187018216
"Outros",2.25,121.31,"M",9,6,2021,81.8313438864425,108.093782030046
"Outros",1.1,174.69,"F",22,7,2019,-88.6083770915866,103.456858964637
"Albacora branca",4.52,159.71,"M",28,8,2019,-6.38646950013936,-95.5301520600915
"Outros",2.1,127.03,"M",2,12,2023,85.1349004497752,105.762350214645
"Tubarao Azul",5.21,162.82,"F",15,5,2022,-45.4989426350221,-157.708855737001
"Albacora bandolim",0.79,116.3,"F",11,9,2021,54.5637585176155,-146.711113974452
"Albacora bandolim",1.9,175.6,"F",8,3,2021,85.3066222602502,64.1940862778574
"Albacora branca",0.45,176.72,"F",6,11,2022,-84.0583768347278,-179.676606981084
"Meca",7.71,124.94,"M",20,12,2019,-22.118575880304,38.2136956974864
"Outros",7.34,133.34,"M",11,5,2019,-41.7985234083608,-148.416457436979
"Albacora laje",0.37,168.09,"M",15,10,2019,5.37449647206813,-20.3951452765614
"Albacora branca",0.71,118.34,"F",9,9,2022,72.4010201124474,-60.5220966227353
"Meca",3.61,145.32,"F",19,12,2020,-17.1270070318133,110.867945635691
"Meca",2.92,179.33,"M",25,7,2018,67.6062718452886,-4.52119731344283
"Outros",5.19,154.57,"M",10,1,2021,7.69997290335596,-160.471189459786
"Albacora laje",7.57,170.82,"M",27,8,2023,89.5114228874445,-68.8470340333879
"Albacora branca",4.09,142.3,"M",20,6,2018,-72.0533293811604,-39.4079565536231
"Outros",1.19,127.58,"F",14,10,2019,-66.5501730842516,35.1232024189085
"Albacora bandolim",1.97,175.04,"M",15,10,2021,9.69590035267174,156.182394661009
"Outros",4.47,128.49,"F",28,2,2021,69.699880820699,5.59157724492252
"Meca",2.89,158.51,"F",5,2,2023,10.6777424924076,59.8016590531915
"Outros",7.83,133.62,"M",12,3,2023,-65.7005265494809,170.644704988226
"Albacora bandolim",4.85,121.41,"M",15,9,2019,-12.1003786101937,-148.371525993571
"Tubarao Azul",0.45,154.63,"M",20,12,2023,-58.4644225006923,-36.8240631558001
"Tubarao Azul",3.25,153.23,"F",21,1,2023,76.0219639772549,-165.199215011671
"Outros",0.57,129.94,"M",5,12,2021,89.4353059027344,-73.5428853146732
"Albacora bandolim",7.95,127.71,"F",5,10,2023,8.44137700740248,79.1247994825244
"Albacora laje",1.38,119.64,"F",11,7,2020,74.99046492856,-64.0940281469375
"Albacora laje",7.65,187.83,"F",2,5,2020,60.7982538035139,-12.6292904466391
"Albacora laje",2.87,115.41,"M",26,6,2021,-39.7150326473638,148.654648577794
"Albacora laje",1.92,152.49,"F",16,11,2018,-34.3204814242199,170.005633151159
"Tubarao Azul",0.17,180.58,"F",27,7,2020,3.9304055320099,-115.451732296497
"Albacora branca",4.89,150.43,"F",8,8,2018,7.33982264064252,-178.503351090476
"Outros",7.39,138.12,"F",14,11,2019,-21.804997860454,-128.030043169856
"Albacora branca",6.94,116.06,"M",7,1,2021,84.4516129419208,49.8909873515368
"Tubarao Azul",4.02,169.67,"M",4,3,2018,85.8615311142057,-3.04888752289116
"Outros",1.85,143.71,"M",28,11,2021,11.3688392937183,89.4484861101955
"Tubarao Azul",3.15,152.01,"F",10,7,2022,47.7844233484939,170.522008091211
"Tubarao Azul",1.74,140.96,"F",27,1,2021,-54.3844054453075,-10.5133385863155
"Albacora bandolim",5.7,139.19,"F",4,5,2019,85.1052662730217,-148.358063232154
"Albacora laje",3.39,139.57,"M",6,8,2018,-22.5221440661699,-151.575290048495
"Albacora bandolim",6.12,170.44,"M",21,3,2021,82.8977465210482,-125.70192027837
"Tubarao Azul",4.95,127.98,"F",19,10,2022,-50.2631889469922,123.757182955742
"Albacora laje",4,133.79,"M",12,7,2018,55.1500429725274,3.66408015601337
"Albacora bandolim",3.2,128.81,"M",10,4,2018,-5.27091044001281,118.09042272158
"Meca",3.99,151.39,"M",10,9,2018,2.36949085257947,-21.1969599779695
"Tubarao Azul",3.72,141.41,"M",4,7,2020,-1.24190313275903,-112.805517353117
"Meca",3.19,178.96,"F",13,2,2019,0.520686381496489,-46.8866895418614
"Albacora laje",3.61,145.46,"M",26,7,2022,65.0063796155155,-174.207189939916
"Albacora bandolim",1.87,135.35,"M",17,5,2020,85.1296695554629,169.054655022919
"Meca",6,151.43,"M",3,9,2018,87.6724000554532,170.890021501109
"Outros",5.23,189.13,"F",8,5,2022,88.7572940485552,93.0622135754675
"Albacora laje",6.72,163.82,"M",11,6,2020,-48.9124143216759,45.8443965297192
"Meca",7.88,152.54,"F",24,12,2023,-19.2350476328284,156.694758692756
"Albacora bandolim",1.97,162.66,"M",3,5,2021,10.4537829430774,-49.993348242715
"Albacora laje",0.54,135.95,"F",22,2,2021,-15.9210163308308,-171.529135415331
"Albacora branca",4.98,155.98,"F",1,12,2021,-35.9102392802015,-88.6191730666906
"Albacora bandolim",6.58,142.71,"F",13,2,2019,-20.1327572157606,40.527211194858
"Tubarao Azul",0.92,172.05,"M",23,1,2022,-39.1451925644651,-150.649492163211
"Outros",7.16,138.27,"F",23,2,2021,-44.0824400587007,8.27912821434438
"Albacora branca",4.66,167.32,"F",16,3,2018,-41.313769784756,-22.5376093480736
"Albacora branca",5.84,150.06,"F",27,8,2019,82.5269535044208,-129.617797499523
"Tubarao Azul",5.96,142.3,"F",5,5,2021,-38.7374475505203,-21.2138631753623
"Meca",4.55,151.17,"F",9,11,2019,-39.674652828835,-46.6285833343863
"Meca",1.98,157.57,"M",6,6,2019,86.2191999983042,34.6767292823642
"Meca",7.86,187.1,"F",1,3,2023,-57.9628630774096,-90.6680868845433
"Albacora laje",6.35,161.74,"F",4,3,2018,-58.069053995423,-61.0024786647409
"Tubarao Azul",7.57,127,"F",28,2,2023,11.0543867060915,161.116865146905
"Albacora bandolim",5.37,170.35,"F",9,1,2021,-28.7798635521904,-146.356387222186
"Albacora bandolim",5.63,142.71,"F",6,10,2022,-47.8937726933509,-129.799895351753
"Albacora laje",2.8,127.07,"F",19,11,2020,-59.9934754287824,-146.41335834749
"Meca",0.85,152.13,"F",16,9,2022,-36.6688234778121,-177.741201063618
"Albacora branca",5.28,132.06,"M",21,8,2021,88.5807384783402,83.0598009377718
"Tubarao Azul",4.48,131.04,"F",1,7,2022,-27.5099636893719,179.856217755005
"Outros",6.13,150.06,"M",5,2,2019,-64.5618263119832,-83.7087292224169
"Meca",4.28,153.38,"F",21,10,2022,-29.5856974599883,37.7740531414747
"Albacora laje",6.09,175.69,"F",19,1,2019,-36.166182118468,-48.6862359568477
"Albacora bandolim",2.83,127.41,"F",9,12,2020,-27.1174796484411,-14.3204906210303
"Albacora laje",3.08,172.51,"F",8,11,2021,-47.4762681266293,153.677423419431
"Meca",4.01,127.63,"F",2,2,2022,-62.5395353883505,-149.771460229531
"Albacora branca",1.73,124.58,"M",23,11,2018,-9.68424640595913,141.598099227995
"Tubarao Azul",7.44,134.89,"F",21,11,2021,-8.10020161326975,-145.407060831785
"Tubarao Azul",6.89,121.16,"F",3,6,2022,71.9746263697743,-104.330123439431
"Tubarao Azul",6.57,150.81,"M",15,2,2023,-49.8025207640603,-96.4875959046185
"Albacora branca",5.67,161.48,"M",3,5,2022,-46.8019075971097,-109.544929023832
"Albacora bandolim",3.6,172.51,"F",18,3,2020,78.4948139637709,-134.285266650841
"Meca",5.92,146,"F",20,12,2023,80.9742887550965,-105.806020349264
"Tubarao Azul",0.72,152.36,"F",13,5,2019,-41.9324176479131,101.01102406159
"Tubarao Azul",1.62,133.59,"F",4,4,2018,83.9881864842027,-39.5353162195534
"Tubarao Azul",5.87,152.3,"F",18,4,2022,-57.7782208984718,45.8449286129326
"Tubarao Azul",0.44,134.09,"F",8,5,2023,-26.4245175383985,-75.0339579116553
"Albacora branca",2.77,148.51,"F",23,8,2019,78.4084790199995,-157.381210327148
"Albacora bandolim",3.18,144.24,"F",28,12,2019,-29.211828452535,-48.8700332399458
"Outros",5.32,147.84,"M",13,1,2020,6.212451425381,-141.11118751578
"Albacora bandolim",0.66,130.52,"F",20,3,2018,6.47393403109163,-108.479748470709
"Meca",5.58,115.93,"M",4,6,2021,-34.1234023869038,-4.30599890649319
"Albacora branca",5.18,168.93,"M",16,8,2018,-87.9112595273182,-81.5420967712998
"Tubarao Azul",7.34,148.8,"M",21,12,2022,86.3137177750468,-0.549981845542789
"Albacora branca",2.22,116.77,"M",6,3,2020,-89.4385702768341,-142.806289047003
"Albacora branca",4.74,172.51,"F",22,7,2022,0.88838123716414,174.079773277044
"Tubarao Azul",7.05,177.28,"M",19,8,2022,71.4535740343854,153.399503314868
"Albacora bandolim",1.81,133.88,"F",15,6,2022,54.6876562479883,146.139029301703
"Albacora laje",2.86,127.63,"M",24,9,2021,-43.9116328395903,-9.80860920622945
"Albacora bandolim",7.46,128.52,"M",9,3,2021,-4.3213171698153,95.37243867293
"Meca",7.01,179.93,"M",13,4,2019,-28.5683176014572,-40.7294543646276
"Meca",7.95,145.28,"M",20,5,2022,67.4149308074266,-164.331448227167
"Albacora laje",1.65,173.57,"M",6,11,2021,-1.6720184404403,-114.679331118241
"Albacora laje",2.02,145.44,"M",13,5,2020,73.9869317645207,84.7931647673249
"Albacora branca",6.59,147.29,"M",22,6,2019,78.0904194479808,159.918450387195
"Albacora branca",5.77,174.39,"M",24,8,2019,-23.9693759987131,173.930527539924
"Tubarao Azul",3.78,159.2,"M",6,10,2022,59.2879129713401,-162.621889589354
"Tubarao Azul",0.77,130.66,"M",16,11,2023,63.0272070458159,-11.7075838521123
"Albacora branca",0.16,121.35,"M",13,2,2022,-52.1551583753899,-38.5572588443756
"Albacora bandolim",3.28,161.73,"M",16,2,2022,-0.850508236326277,-171.076976917684
"Albacora bandolim",6.57,183.82,"M",8,1,2019,-72.4878122890368,-40.6814590003341
"Meca",6.35,174.81,"F",3,2,2022,-15.5251402175054,80.2291788440198
"Meca",5.74,173.08,"F",16,3,2020,4.97006411198527,78.4225195460021
"Albacora bandolim",5.81,154.15,"M",26,10,2018,85.6866326881573,161.280449135229
"Albacora laje",3.11,153,"F",21,3,2021,-71.2001284584403,-103.945564236492
"Albacora laje",1.34,144.76,"M",22,12,2022,0.229045352898538,-155.037292409688
"Outros",4.16,183.05,"F",18,2,2020,-5.22482878994197,101.001820396632
"Outros",5.98,133.36,"F",26,5,2019,-36.8954318761826,58.9548436738551
"Albacora bandolim",2.38,128.92,"F",20,2,2021,-37.6738318987191,-113.098617922515
"Albacora branca",5.05,158.36,"M",6,3,2018,-2.58253959473222,75.3011324163526
"Meca",2.77,137.63,"M",19,2,2023,-0.635206564329565,-158.776686228812
"Albacora laje",3.25,115.41,"M",13,6,2019,-1.36497926898301,136.493920264766
"Tubarao Azul",3.45,126.87,"F",9,7,2023,-8.92379937227815,-103.047429062426
"Tubarao Azul",5.79,173.12,"F",15,4,2022,-29.7029324155301,-158.875569887459
"Outros",0.51,186.32,"F",21,3,2022,57.3533749580383,174.66535968706
"Albacora branca",2.58,157.18,"M",4,11,2018,-56.7490748176351,129.613148979843
"Meca",4.57,137.46,"M",24,12,2021,-52.0231360662729,132.842938425019
"Tubarao Azul",4.93,154.66,"M",8,12,2022,71.2722108978778,3.14255177043378
"Albacora bandolim",1.34,120.94,"F",19,1,2019,-64.1375885205343,124.239115901291
"Tubarao Azul",6.93,179.86,"M",2,3,2020,88.9574581291527,139.318578885868
"Tubarao Azul",6.55,182.92,"F",4,12,2019,-61.6574428835884,106.094664847478
"Outros",5.36,177.65,"F",3,2,2021,-26.1484327353537,14.8524068668485
"Tubarao Azul",1.86,181.54,"M",5,5,2018,-85.9761339006945,8.77018754370511
"Albacora laje",4.97,126.34,"F",1,1,2020,-57.499316339381,11.4469180628657
"Meca",3.88,173.84,"F",13,6,2020,-76.8967712670565,173.500772863626
"Outros",6.06,180.74,"F",15,7,2021,1.77034973166883,-87.7552140969783
"Albacora bandolim",3.01,187.76,"F",23,1,2022,86.1291284440085,142.980524757877
"Albacora laje",0.21,123.83,"F",17,4,2020,-78.5545081598684,-56.2144938390702
"Albacora laje",6.88,179.02,"F",9,9,2019,-11.9658960029483,170.629745973274
"Albacora branca",4.38,133.72,"F",14,7,2022,-51.9672161573544,-171.087104352191
"Outros",7.76,187.6,"F",10,2,2019,-66.4489223342389,32.7243959438056
"Tubarao Azul",2.7,185.71,"M",20,8,2018,53.3086158754304,-130.701861055568
"Tubarao Azul",3.97,139.98,"M",11,6,2021,72.7388295019045,26.9826342724264
"Albacora laje",2.29,163.56,"F",21,6,2019,-32.477137343958,17.2845790162683
"Tubarao Azul",6.46,139.49,"F",9,12,2020,42.9460292123258,-49.2490654997528
"Albacora bandolim",1.58,124.87,"M",20,9,2022,-31.6689350875095,77.6501653064042
"Meca",7.47,153.27,"M",19,12,2022,75.474200360477,-172.4866811838
"Meca",6.1,150.78,"M",20,9,2022,-28.5331153264269,-141.346196718514
"Albacora bandolim",6.03,134,"F",19,1,2023,-3.18740501068532,169.127905983478
"Albacora laje",0.87,140.26,"M",15,8,2018,89.7142990166321,-177.694742102176
"Meca",3.73,143.31,"F",5,10,2021,-41.1475214827806,-152.608479140326
"Albacora laje",0.9,118.09,"M",27,9,2020,-3.72289286926389,61.1269084364176
"Albacora laje",1.55,184.8,"F",14,7,2018,-1.99289173353463,-25.8715093228966
"Albacora bandolim",6.6,175.62,"M",3,9,2018,-73.2399258250371,-146.104485634714
"Tubarao Azul",6.33,159.25,"F",8,1,2018,-45.0127592682838,100.505733015016
"Albacora branca",3.01,142.79,"F",15,12,2018,56.0277779353783,153.494859701023
"Albacora laje",5.53,147.62,"F",21,3,2022,-17.9761858982965,3.59094243496656
"Tubarao Azul",3.71,146.24,"M",8,9,2021,-57.7393909357488,-50.8196657616645
"Albacora branca",6.82,178.54,"F",22,6,2019,11.8853043811396,72.5029750261456
"Meca",1.75,172.19,"F",14,3,2019,-0.149625060148537,140.059118522331
"Albacora laje",4.71,121.35,"M",12,3,2019,51.4850340178236,178.712174389511
"Tubarao Azul",6.54,161.2,"M",22,10,2020,-88.5010174009949,73.2190138567239
"Tubarao Azul",0.59,186.33,"M",2,3,2019,12.3502482986078,69.4015901349485
"Albacora laje",1.13,175.7,"F",4,9,2018,89.3544360436499,-69.8940250184387
"Albacora bandolim",1.91,131.14,"F",9,4,2018,-85.5773056391627,25.294983163476
"Albacora bandolim",3.68,188.91,"M",26,11,2018,-66.191883017309,-145.224179690704
"Albacora branca",0.85,178.89,"F",25,6,2022,44.0974110178649,-9.20636057853699
"Meca",2.71,130.46,"M",22,4,2018,-31.6910657007247,-117.540033347905
"Meca",1.45,145.95,"F",22,1,2021,-33.1706850137562,11.0924405045807
"Outros",3.39,136.63,"F",13,10,2023,-14.6101303445175,-170.541693074629
"Outros",2,135.43,"F",2,12,2018,62.3979450948536,-31.1266587674618
"Albacora branca",1.48,166.45,"M",9,3,2023,11.4692055853084,-56.6149824298918
"Albacora bandolim",6.84,189.22,"M",4,7,2018,-16.497244220227,-131.882176436484
"Tubarao Azul",0.62,141.92,"F",28,2,2021,-88.5201745340601,-92.8335958253592
"Meca",5.81,186.14,"M",22,12,2019,-74.031098484993,-137.408955954015
"Albacora laje",0.36,177.75,"F",16,7,2020,-39.9342959839851,84.1112148016691
"Albacora laje",2.21,125.83,"M",12,5,2021,-76.0220650210977,-164.072048356757
"Outros",0.26,184.71,"M",11,12,2023,88.2976341247559,-74.6767700649798
"Albacora laje",1.36,165.5,"M",26,3,2020,47.1846321690828,-129.135076655075
"Meca",2.22,125.51,"F",16,1,2019,49.3184676161036,-5.49855723045766
"Meca",6.96,140.63,"F",27,5,2019,-76.950152842328,-178.903112886474
"Albacora laje",2,165.67,"M",12,9,2021,86.7809084197506,-82.3122385237366
"Albacora branca",4.03,139.04,"M",26,8,2022,-43.3139965636656,55.771004576236
"Tubarao Azul",1.5,126.08,"M",21,10,2021,-9.3286550603807,-6.23855170793831
"Tubarao Azul",2.41,119.07,"M",21,4,2021,71.0322532290593,-62.0539458375424
"Outros",3.72,178.91,"M",6,2,2022,7.92209191247821,-108.462150162086
"Albacora laje",1.39,189.15,"F",28,12,2021,-59.9475333373994,38.039570543915
"Tubarao Azul",4.06,140.81,"F",22,6,2018,-69.103582422249,-132.242881665006
"Albacora bandolim",1.53,146.88,"F",1,12,2021,44.0129575598985,-17.6488459669054
"Albacora bandolim",7.63,121.86,"F",26,10,2022,4.19832506217062,-23.9150841068476
"Albacora laje",6.83,189.01,"F",8,12,2022,-84.7633640002459,-53.1528013665229
"Albacora branca",7.38,163.4,"F",17,8,2020,1.16635444108397,103.011493915692
"Outros",4.52,172.19,"F",1,10,2020,70.7021561544389,-101.956563675776
"Tubarao Azul",2.12,120.53,"M",17,1,2020,-31.5615834016353,50.054109916091
"Meca",5.42,162.44,"F",3,9,2021,-65.3746408363804,144.073082534596
"Meca",5.19,133.49,"F",11,8,2019,-37.0545329293236,29.7519919462502
"Albacora bandolim",3.12,139.82,"F",11,10,2022,-8.72839533258229,97.5024292990565
"Meca",4.45,171.57,"M",19,11,2021,2.6821268722415,-174.957892047241
"Albacora branca",6.16,174.25,"F",1,7,2018,81.1110388766974,-3.16033381037414
"Albacora branca",6.15,116.14,"F",25,11,2021,57.4110229639336,149.036816759035
"Albacora bandolim",0.17,155.88,"M",14,10,2022,87.6902720332146,-154.410022879019
"Albacora branca",6.74,132.46,"F",28,5,2023,5.77340444549918,99.6679692529142
"Albacora branca",2.85,162.62,"M",4,2,2022,-49.1256446158513,-117.057169592008
"Albacora branca",6.2,180.66,"F",10,11,2023,-7.72607963997871,175.381046729162
"Albacora laje",6.31,137.76,"F",12,5,2019,-13.3020471828058,-106.080001629889
"Albacora bandolim",1.4,133.29,"F",20,9,2023,51.7752616899088,141.33327559568
"Tubarao Azul",0.44,119.27,"F",8,3,2020,-80.7138135703281,-65.2526967599988
"Meca",0.52,139.72,"F",9,8,2022,-74.5989224268124,-105.715367551893
"Albacora branca",4.26,166.78,"M",24,4,2022,-9.00808800011873,-160.072468360886
"Albacora branca",1.7,178.07,"M",8,2,2023,88.1615440780297,-8.89035109430552
"Outros",7.51,134.5,"F",2,1,2019,10.9527972852811,-143.367780251428
"Meca",4.21,118.91,"F",28,10,2022,72.2792857512832,-151.388699244708
"Albacora bandolim",2.58,168.69,"F",24,12,2018,76.2281797500327,175.701847812161
"Albacora laje",7.9,171.83,"F",15,2,2020,-19.7938070492819,-90.6374617572874
"Albacora bandolim",1.83,185.13,"F",16,1,2021,-53.8883958477527,-112.710454082116
"Albacora bandolim",7.56,174.09,"M",13,6,2018,67.1600765688345,-19.5864804647863
"Albacora laje",2.37,167.67,"F",19,2,2021,47.7553090173751,-9.30274391546845
"Albacora bandolim",1.93,152.81,"F",22,12,2021,-39.5864529116079,-112.081962805241
"Tubarao Azul",0.26,165.88,"F",10,4,2020,-64.4146462110803,-77.0617586374283
"Outros",2.54,168.52,"M",5,10,2021,-87.5208047870547,-67.7400831878185
"Tubarao Azul",3.94,145.94,"M",6,6,2023,-23.2458616001531,59.130231058225
"Tubarao Azul",2.16,183.12,"M",23,1,2022,-61.9889940088615,-53.6326623056084
"Albacora laje",1.29,135.42,"F",19,9,2018,-64.6440031193197,-14.5868089143187
"Albacora laje",2.12,155.27,"M",12,8,2021,79.646122972481,165.090705826879
"Albacora bandolim",7.17,140.74,"F",16,12,2021,65.8081934787333,-173.291180776432
